0	192	3	299	44.833	-13.906	62.717
0	192	3	299	43.833	-13.906	62.717
0	192	3	299	42.833	-13.906	62.717
0	192	3	299	44.833	-13.906	62.717
0	192	3	299	42.833	-13.906	62.717
0	192	3	299	42.833	-13.906	62.717
0	192	3	299	44.833	-12.906	62.717
0	192	3	299	44.833	-15.906	62.717
0	192	3	299	44.833	-15.906	62.717
0	192	3	299	44.833	-14.906	62.717
0	192	3	299	44.833	-11.906	62.717
0	192	3	299	44.833	-13.906	64.717
0	192	3	299	44.833	-13.906	61.717
0	192	3	299	44.833	-13.906	63.717
0	192	3	299	44.833	-13.906	61.717
0	192	3	299	44.833	-13.906	63.717
0	197	3	299	44.833	-13.906	62.717
0	190	3	299	44.833	-13.906	62.717
0	184	3	299	44.833	-13.906	62.717
0	190	3	299	44.833	-13.906	62.717
0	182	3	299	44.833	-13.906	62.717
0	192	12	299	44.833	-13.906	62.717
0	192	12	299	44.833	-13.906	62.717
0	192	9	299	44.833	-13.906	62.717
0	192	10	299	44.833	-13.906	62.717
0	192	11	299	44.833	-13.906	62.717
0	192	3	300	44.833	-13.906	62.717
0	192	3	292	44.833	-13.906	62.717
0	192	3	308	44.833	-13.906	62.717
0	192	3	301	44.833	-13.906	62.717
0	192	3	289	44.833	-13.906	62.717
0	192	3	299	43.833	-15.906	64.717
0	192	3	299	46.833	-15.906	64.717
0	192	3	299	44.833	-14.906	64.717
0	192	3	299	43.833	-13.906	64.717
0	192	3	299	46.833	-14.906	62.717
0	184	-4	307	44.833	-13.906	62.717
0	184	4	306	44.833	-13.906	62.717
0	202	2	299	44.833	-13.906	62.717
0	198	-2	289	44.833	-13.906	62.717
0	199	-4	299	44.833	-13.906	62.717
0	199	6	306	42.833	-13.906	63.717
0	200	-5	296	45.833	-13.906	60.717
0	188	5	306	43.833	-14.906	61.717
0	194	6	298	44.833	-14.906	60.717
0	196	-2	308	45.833	-14.906	63.717
0	183	11	300	44.833	-15.906	63.717
0	197	1	297	45.833	-13.906	64.717
0	190	1	307	44.833	-15.906	64.717
0	182	4	309	42.833	-13.906	61.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	46.833	-13.906	62.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	43.833	-13.906	62.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	44.833	-12.906	62.717
0	186	7	298	44.833	-11.906	62.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	44.833	-12.906	62.717
0	186	7	298	44.833	-15.906	62.717
0	186	7	298	44.833	-13.906	60.717
0	186	7	298	44.833	-13.906	63.717
0	186	7	298	44.833	-13.906	60.717
0	186	7	298	44.833	-13.906	62.717
0	186	7	298	44.833	-13.906	62.717
0	196	7	298	44.833	-13.906	62.717
0	185	7	298	44.833	-13.906	62.717
0	184	7	298	44.833	-13.906	62.717
0	183	7	298	44.833	-13.906	62.717
0	191	7	298	44.833	-13.906	62.717
0	186	13	298	44.833	-13.906	62.717
0	186	1	298	44.833	-13.906	62.717
0	186	12	298	44.833	-13.906	62.717
0	186	13	298	44.833	-13.906	62.717
0	186	9	298	44.833	-13.906	62.717
0	186	7	303	44.833	-13.906	62.717
0	186	7	294	44.833	-13.906	62.717
0	186	7	299	44.833	-13.906	62.717
0	186	7	308	44.833	-13.906	62.717
0	186	7	308	44.833	-13.906	62.717
0	186	7	298	44.833	-11.906	63.717
0	186	7	298	43.833	-15.906	63.717
0	186	7	298	44.833	-11.906	62.717
0	186	7	298	42.833	-14.906	64.717
0	186	7	298	42.833	-12.906	64.717
0	187	6	298	44.833	-13.906	62.717
0	195	12	290	44.833	-13.906	62.717
0	189	16	305	44.833	-13.906	62.717
0	184	5	298	44.833	-13.906	62.717
0	188	17	295	44.833	-13.906	62.717
0	187	17	293	45.833	-12.906	61.717
0	196	0	299	42.833	-13.906	63.717
0	191	5	305	46.833	-12.906	63.717
0	179	13	288	45.833	-13.906	62.717
0	196	11	293	44.833	-11.906	60.717
0	191	12	289	43.833	-11.906	62.717
0	195	5	306	44.833	-11.906	64.717
0	193	-3	298	43.833	-15.906	64.717
0	193	12	289	45.833	-12.906	64.717
0	195	0	297	44.833	-13.906	63.717
0	195	0	297	43.833	-13.906	63.717
0	195	0	297	42.833	-13.906	63.717
0	195	0	297	42.833	-13.906	63.717
0	195	0	297	45.833	-13.906	63.717
0	195	0	297	44.833	-13.906	63.717
0	195	0	297	44.833	-13.906	63.717
0	195	0	297	44.833	-12.906	63.717
0	195	0	297	44.833	-11.906	63.717
0	195	0	297	44.833	-12.906	63.717
0	195	0	297	44.833	-13.906	63.717
0	195	0	297	44.833	-13.906	62.717
0	195	0	297	44.833	-13.906	65.717
0	195	0	297	44.833	-13.906	65.717
0	195	0	297	44.833	-13.906	62.717
0	195	0	297	44.833	-13.906	62.717
0	189	0	297	44.833	-13.906	63.717
0	205	0	297	44.833	-13.906	63.717
0	202	0	297	44.833	-13.906	63.717
0	191	0	297	44.833	-13.906	63.717
0	201	0	297	44.833	-13.906	63.717
0	195	6	297	44.833	-13.906	63.717
0	195	6	297	44.833	-13.906	63.717
0	195	-3	297	44.833	-13.906	63.717
0	195	-3	297	44.833	-13.906	63.717
0	195	10	297	44.833	-13.906	63.717
0	195	0	290	44.833	-13.906	63.717
0	195	0	287	44.833	-13.906	63.717
0	195	0	307	44.833	-13.906	63.717
0	195	0	306	44.833	-13.906	63.717
0	195	0	305	44.833	-13.906	63.717
0	195	0	297	42.833	-12.906	63.717
0	195	0	297	43.833	-12.906	61.717
0	195	0	297	42.833	-12.906	62.717
0	195	0	297	42.833	-15.906	63.717
0	195	0	297	46.833	-14.906	61.717
0	198	-7	296	44.833	-13.906	63.717
0	194	-1	291	44.833	-13.906	63.717
0	187	-8	298	44.833	-13.906	63.717
0	195	10	302	44.833	-13.906	63.717
0	195	9	298	44.833	-13.906	63.717
0	190	-7	306	45.833	-13.906	65.717
0	193	1	304	43.833	-14.906	65.717
0	198	4	291	45.833	-11.906	64.717
0	195	3	301	42.833	-15.906	61.717
0	186	-9	303	46.833	-12.906	61.717
0	189	2	302	43.833	-15.906	64.717
0	185	4	296	43.833	-11.906	64.717
0	185	7	297	45.833	-13.906	65.717
0	193	-6	292	45.833	-12.906	61.717
0	173	-5	314	39.833	-9.906	64.717
0	173	-5	314	37.833	-9.906	64.717
0	173	-5	314	40.833	-9.906	64.717
0	173	-5	314	40.833	-9.906	64.717
0	173	-5	314	39.833	-9.906	64.717
0	173	-5	314	37.833	-9.906	64.717
0	173	-5	314	39.833	-8.906	64.717
0	173	-5	314	39.833	-11.906	64.717
0	173	-5	314	39.833	-11.906	64.717
0	173	-5	314	39.833	-8.906	64.717
0	173	-5	314	39.833	-10.906	64.717
0	173	-5	314	39.833	-9.906	66.717
0	173	-5	314	39.833	-9.906	66.717
0	173	-5	314	39.833	-9.906	62.717
0	173	-5	314	39.833	-9.906	63.717
0	173	-5	314	39.833	-9.906	63.717
0	181	-5	314	39.833	-9.906	64.717
0	169	-5	314	39.833	-9.906	64.717
0	181	-5	314	39.833	-9.906	64.717
0	178	-5	314	39.833	-9.906	64.717
0	169	-5	314	39.833	-9.906	64.717
0	173	-3	314	39.833	-9.906	64.717
0	173	-11	314	39.833	-9.906	64.717
0	173	-8	314	39.833	-9.906	64.717
0	173	-7	314	39.833	-9.906	64.717
0	173	2	314	39.833	-9.906	64.717
0	173	-5	320	39.833	-9.906	64.717
0	173	-5	316	39.833	-9.906	64.717
0	173	-5	324	39.833	-9.906	64.717
0	173	-5	320	39.833	-9.906	64.717
0	173	-5	310	39.833	-9.906	64.717
0	173	-5	314	39.833	-10.906	65.717
0	173	-5	314	39.833	-10.906	65.717
0	173	-5	314	37.833	-10.906	63.717
0	173	-5	314	40.833	-9.906	64.717
0	173	-5	314	39.833	-7.906	62.717
0	169	-1	308	39.833	-9.906	64.717
0	164	-7	313	39.833	-9.906	64.717
0	177	-5	320	39.833	-9.906	64.717
0	164	-11	313	39.833	-9.906	64.717
0	174	-12	308	39.833	-9.906	64.717
0	178	4	316	38.833	-10.906	65.717
0	183	-12	307	40.833	-9.906	65.717
0	165	-12	308	37.833	-11.906	66.717
0	168	-6	307	41.833	-10.906	63.717
0	170	-14	320	41.833	-8.906	66.717
0	182	-13	320	38.833	-9.906	66.717
0	179	-4	308	39.833	-9.906	62.717
0	168	-8	321	38.833	-11.906	66.717
0	165	-4	313	37.833	-9.906	63.717
0	180	4	297	44.833	-13.906	62.717
0	180	4	297	43.833	-13.906	62.717
0	180	4	297	45.833	-13.906	62.717
0	180	4	297	45.833	-13.906	62.717
0	180	4	297	42.833	-13.906	62.717
0	180	4	297	44.833	-13.906	62.717
0	180	4	297	44.833	-12.906	62.717
0	180	4	297	44.833	-13.906	62.717
0	180	4	297	44.833	-11.906	62.717
0	180	4	297	44.833	-11.906	62.717
0	180	4	297	44.833	-15.906	62.717
0	180	4	297	44.833	-13.906	62.717
0	180	4	297	44.833	-13.906	61.717
0	180	4	297	44.833	-13.906	64.717
0	180	4	297	44.833	-13.906	64.717
