1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
1.25413	190.196	6.25922	296.981	44.833	-13.906	62.717	
